word,kana,ipa,origin
リヒャルト,リヒャルト,ɾiçʲaɾɯto,固
レイジロウ,レイジロウ,ɾeːʑiɾoː,固
腕章,ワンショウ,ɰaɰ̃ɕoː,漢
アイチ,アイチ,ait͡ɕi,固
天下る,アマクダル,amakɯdaɾɯ,和
痛い痛い,イタイイタイ,itaiːtai,和
一二塁,イチニルイ,it͡ɕiɲiɾɯi,漢
イッキ,イッキ,ikki,固
陰,イン,iɴ,漢
淫靡,インビ,imbi,漢
内幕,ウチマク,ɯt͡ɕimakɯ,混
ウミ,ウミ,ɯmi,固
ＳＴＲ,エスティーアール,esɯteːiaːɾɯ,記号
ＸＲ,エックスアール,ekkɯsɯaːɾɯ,記号
オチ,オチ,ot͡ɕi,固
落とし物,オトシモノ,otoɕimono,和
オーランド,オーランド,oːɾando,固
各校,カクコウ,kakɯkoː,漢
風早,カザハヤ,kazahaja,固
型破り,カタヤブリ,katajabɯɾi,和
カルノー,カルノー,kaɾɯnoː,固
外遊,ガイユウ,ɡaijɯː,漢
きいきい,キイキイ,kiːkiː,和
筋,キン,kiɴ,漢
凝灰,ギョウカイ,ɡʲoːkai,漢
食い繋ぐ,クイツナグ,kɯit͡sɯnaɡɯ,和
組み合う,クミアウ,kɯmiaɯ,和
軽傷,ケイショウ,keːɕoː,漢
小池,コイケ,koike,和
厚遇,コウグウ,koːɡɯː,漢
行内,コウナイ,koːnai,漢
後略,コウリャク,koːɾʲakɯ,漢
剛毛,ゴウモウ,ɡoːmoː,漢
ゴミ,ゴミ,ɡomi,固
権化,ゴンゲ,ɡoŋɡe,漢
採鉱,サイコウ,saikoː,漢
殺界,サッカイ,sakkai,漢
サブ,サブ,sabɯ,固
査問,サモン,samoɴ,漢
三共,サンキョウ,saŋkʲoː,固
幸せ者,シアワセモノ,ɕiaɰasemono,和
失政,シッセイ,ɕisseː,漢
シビリアン,シビリアン,ɕibiɾiaɴ,外
修好,シュウコウ,ɕɯːkoː,漢
主唱,シュショウ,ɕɯɕoː,漢
性根,ショウコン,ɕoːkoɴ,漢
シラー,シラー,ɕiɾaː,固
新札,シンサツ,ɕiĩsat͡sɯ,漢
ジェレミー,ジェレミー,d͡ʑieɾemiː,固
示現,ジゲン,d͡ʑiɡeɴ,漢
助演,ジョエン,d͡ʑoeɴ,漢
成婚,セイコン,seːkoɴ,漢
精魂,セイコン,seːkoɴ,漢
精妙,セイミョウ,seːmʲoː,漢
塔頭,タッチュウ,tatt͡ɕɯː,漢
タツノ,タツノ,tat͡sɯno,固
湛水,タンスイ,taɰ̃sɯi,漢
丁場,チョウバ,t͡ɕoːba,混
慎ましやか,ツツマシヤカ,t͡sɯt͡sɯmaɕijaka,和
続き柄,ツヅキガラ,t͡sɯzɯkiɡaɾa,和
手鏡,テカガミ,tekaɡami,和
トシミツ,トシミツ,toɕimit͡sɯ,固
トポス,トポス,toposɯ,外
取り縋る,トリスガル,toɾisɯɡaɾɯ,和
ドウトウ,ドウトウ,doːtoː,固
煮え繰る,ニエクル,ɲiekɯɾɯ,和
濡れ衣,ヌレギヌ,nɯɾeɡinɯ,和
猫好き,ネコズキ,nekozɯki,和
反骨,ハンコツ,haŋkot͡sɯ,漢
媒酌,バイシャク,baiɕakɯ,漢
パネリスト,パネリスト,paneɾisɯto,外
ヒッチコック,ヒッチコック,çitt͡ɕikokkɯ,固
一欠片,ヒトカケラ,çitokakeɾa,和
百花,ヒャッカ,çʲakka,漢
ファサード,ファサード,ɸɯasaːdo,外
ファン,ファン,ɸɯaɴ,外
船縁,フナベリ,ɸɯnabeɾi,和
ブリッツ,ブリッツ,bɯɾitt͡sɯ,外
ブルドッグ,ブルドッグ,bɯɾɯdoɡɡɯ,外
ブルータス,ブルータス,bɯɾɯːtasɯ,固
プジョー,プジョー,pɯʑoː,固
プロブレム,プロブレム,pɯɾobɯɾemɯ,外
棒読み,ボウヨミ,boːjomi,混
小火,ボヤ,boja,和
ポカリ,ポカリ,pokaɾi,固
ポシェット,ポシェット,poɕietto,外
マスジ,マスジ,masɯʑi,固
マッカートニー,マッカートニー,makkaːtoɲiː,固
マヤコ,マヤコ,majako,固
丸投げ,マルナゲ,maɾɯnaɡe,和
ミクロネシア,ミクロネシア,mikɯɾoneɕia,固
密談,ミツダン,mit͡sɯdaɴ,漢
認め印,ミトメイン,mitomeːɴ,混
ミロ,ミロ,miɾo,固
民活,ミンカツ,miŋkat͡sɯ,漢
名盤,メイバン,meːbaɴ,漢
元妻,モトツマ,motot͡sɯma,和
モトハチロウ,モトハチロウ,motohat͡ɕiɾoː,固
モンド,モンド,mondo,外
役作り,ヤクヅクリ,jakɯzɯkɯɾi,混
雄姿,ユウシ,jɯːɕi,漢
溶血,ヨウケツ,joːket͡sɯ,漢
選り分ける,ヨリワケル,joɾiɰakeɾɯ,和
レイソル,レイソル,ɾeːsoɾɯ,固
ロビイスト,ロビイスト,ɾobiːsɯto,外
別け隔て,ワケヘダテ,ɰakehedate,和
アグレッシブ,アグレッシブ,aɡɯɾeɕɕibɯ,外
アサオ,アサオ,asao,固
アジズ,アジズ,aʑizɯ,固
アツミ,アツミ,at͡sɯmi,固
炙り出す,アブリダス,abɯɾidasɯ,和
あべこべ,アベコベ,abekobe,和
飴色,アメイロ,ameːɾo,和
訝しむ,イブカシム,ibɯkaɕimɯ,和
イングリッド,イングリッド,iŋɡɯɾiddo,固
上澄み,ウワズミ,ɯɰazɯmi,和
エクステリア,エクステリア,ekɯsɯteɾia,外
男役,オトコヤク,otokojakɯ,混
鏡餅,カガミモチ,kaɡamimot͡ɕi,和
書き下ろし,カキオロシ,kakioɾoɕi,和
架線,カセン,kaseɴ,漢
カツユキ,カツユキ,kat͡sɯjɯki,固
カワベ,カワベ,kaɰabe,固
貫入,カンニュウ,kaɲɯː,漢
学研,ガッケン,ɡakkeɴ,漢
季報,キホウ,kihoː,漢
金脈,キンミャク,kimmʲakɯ,漢
ギノワン,ギノワン,ɡinoɰaɴ,固
クアラ・ルンプール,クアラルンプール,kɯaɾaɾɯmpɯːɾɯ,固
黒ずみ,クロズミ,kɯɾozɯmi,和
黒門,クロモン,kɯɾomoɴ,混
グラント,グラント,ɡɯɾanto,外
減算,ゲンザン,ɡenzaɴ,漢
興銀,コウギン,koːɡiɴ,固
功罪,コウザイ,koːzai,漢
後列,コウレツ,koːɾet͡sɯ,漢
コミュニケ,コミュニケ,komʲɯɲike,外
子安,コヤス,kojasɯ,和
コーカサス,コーカサス,koːkasasɯ,固
サブタイトル,サブタイトル,sabɯtaitoɾɯ,外
五月雨,サミダレ,samidaɾe,和
サンクト・ペテルブルク,サンクトペテルブルク,saŋkɯtopeteɾɯbɯɾɯkɯ,固
山容,サンヨウ,saɰ̃joː,漢
潮干,シオヒ,ɕioçi,和
俊敏,シュンビン,ɕɯmbiɴ,漢
地植え,ジウエ,d͡ʑiɯe,混
ジャーニー,ジャーニー,d͡ʑaːɲiː,外
セイヤ,セイヤ,seːja,固
センタリング,センタリング,sentaɾiŋɡɯ,外
卒乳,ソツニュウ,sot͡sɯɲɯː,漢
雑兵,ゾウヒョウ,zoːçʲoː,漢
大罪,タイザイ,taizai,漢
タカハタ,タカハタ,takahata,固
竹筒,タケヅツ,takezɯt͡sɯ,和
タニダ,タニダ,taɲida,固
血みどろ,チミドロ,t͡ɕimidoɾo,和
茶系,チャケイ,t͡ɕakeː,漢
典範,テンパン,tempaɴ,漢
飛び石,トビイシ,tobiːɕi,和
ＤＯＳ,ドス,dosɯ,記号
ニシワキ,ニシワキ,ɲiɕiɰaki,固
日勤,ニッキン,ɲikkiɴ,漢
早食い,ハヤグイ,hajaɡɯi,和
バンパイア,バンパイア,bampaia,外
パーミル,パーミル,paːmiɾɯ,外
ビー,ビー,biː,外
ファンタ,ファンタ,ɸɯanta,固
ブラックジャック,ブラックジャック,bɯɾakkɯʑakkɯ,固
ブーメラン,ブーメラン,bɯːmeɾaɴ,外
ホアキン,ホアキン,hoakiɴ,固
発願,ホツガン,hot͡sɯɡaɴ,漢
暴漢,ボウカン,boːkaɴ,漢
巻き取る,マキトル,makitoɾɯ,和
マークス,マークス,maːkɯsɯ,固
魅せる,ミセル,miseɾɯ,和
ミユウ,ミユウ,mijɯː,固
ヤナギヤ,ヤナギヤ,janaɡija,固
山桃,ヤマモモ,jamamomo,和
遊説,ユウゼイ,jɯːzeː,漢
容態,ヨウダイ,joːdai,漢
余罪,ヨザイ,jozai,漢
ライコネン,ライコネン,ɾaikoneɴ,固
ライチョウ,ライチョウ,ɾait͡ɕoː,固
乱発,ランパツ,ɾampat͡sɯ,漢
連投,レントウ,ɾentoː,漢
聾唖,ロウア,ɾoːa,漢
芦毛,アシゲ,aɕiɡe,和
アミューズ,アミューズ,amʲɯːzɯ,外
イオリ,イオリ,ioɾi,固
ウィニー,ウィニー,ɯiɲiː,外
薄目,ウスメ,ɯsɯme,和
雲竜,ウンリュウ,ɯnɾʲɯː,漢
オオマエ,オオマエ,oːmae,固
乙,オツ,ot͡sɯ,漢
男気,オトコギ,otokoɡi,混
カグヤヒメ,カグヤヒメ,kaɡɯjaçime,固
仮住まい,カリズマイ,kaɾizɯmai,和
間奏,カンソウ,kaɰ̃soː,漢
外灯,ガイトウ,ɡaitoː,漢
ガストン,ガストン,ɡasɯtoɴ,固
気構え,キガマエ,kiɡamae,混
キノ,キノ,kino,外
享和,キョウワ,kʲoːɰa,固
極右,キョクウ,kʲokɯː,漢
虚実,キョジツ,kʲoʑit͡sɯ,漢
キヨセ,キヨセ,kijose,固
空疎,クウソ,kɯːso,漢
苦学,クガク,kɯɡakɯ,漢
暮らし向き,クラシムキ,kɯɾaɕimɯki,和
クレール,クレール,kɯɾeːɾɯ,固
薫陶,クントウ,kɯntoː,漢
グラハム,グラハム,ɡɯɾahamɯ,固
愚劣,グレツ,ɡɯɾet͡sɯ,漢
群臣,グンシン,ɡɯɰ̃ɕiɴ,漢
健脚,ケンキャク,keŋkʲakɯ,漢
減資,ゲンシ,ɡeɰ̃ɕi,漢
コイソ,コイソ,koiso,固
子種,コダネ,kodane,和
コンタックス,コンタックス,kontakkɯsɯ,固
サカイガワ,サカイガワ,sakaiɡaɰa,固
サボり,サボリ,saboɾi,混
舌舐り,シタナメズリ,ɕitanamezɯɾi,和
車間,シャカン,ɕakaɴ,漢
捨象,シャショウ,ɕaɕoː,漢
署員,ショイン,ɕoiɴ,漢
ショウダ,ショウダ,ɕoːda,固
心機,シンキ,ɕiŋki,漢
神曲,シンキョク,ɕiŋkʲokɯ,漢
神饌,シンセン,ɕiĩseɴ,漢
什器,ジュウキ,d͡ʑɯːki,漢
上席,ジョウセキ,d͡ʑoːseki,漢
ジロウザエモン,ジロウザエモン,d͡ʑiɾoːzaemoɴ,固
沈丁,ジンチョウ,d͡ʑint͡ɕoː,漢
据え付け,スエツケ,sɯet͡sɯke,和
捨て石,ステイシ,sɯteːɕi,和
相撲取り,スモウトリ,sɯmoːtoɾi,和
ずば,ズバ,d͡zɯba,和
セキモト,セキモト,sekimoto,固
世知,セチ,set͡ɕi,漢
前言,ゼンゲン,zeŋɡeɴ,漢
ソネザキ,ソネザキ,sonezaki,固
対案,タイアン,taiaɴ,漢
タジキスタン,タジキスタン,taʑikisɯtaɴ,固
立ち替わり,タチカワリ,tat͡ɕikaɰaɾi,和
駄賃,ダチン,dat͡ɕiɴ,漢
つらつら,ツラツラ,t͡sɯɾat͡sɯɾa,和
手掴み,テヅカミ,tezɯkami,和
テルユキ,テルユキ,teɾɯjɯki,固
デンエンチョウフ,デンエンチョウフ,deɰ̃ent͡ɕoːɸɯ,固
トウコク,トウコク,toːkokɯ,固
蜻蛉返り,トンボガエリ,tomboɡaeɾi,和
同園,ドウエン,doːeɴ,漢
何処何処,ドコドコ,dokodoko,和
ドレーク,ドレーク,doɾeːkɯ,固
ナリタ,ナリタ,naɾita,固
入職,ニュウショク,ɲɯːɕokɯ,漢
寝取る,ネトル,netoɾɯ,和
念押し,ネンオシ,neɰ̃oɕi,混
背徳,ハイトク,haitokɯ,漢
初日の出,ハツヒノデ,hat͡sɯçinode,和
晴れがましい,ハレガマシイ,haɾeɡamaɕiː,和
バイアグラ,バイアグラ,baiaɡɯɾa,固
ばくばく,バクバク,bakɯbakɯ,和
引け目,ヒケメ,çikeme,和
ヒデマサ,ヒデマサ,çidemasa,固
響き合う,ヒビキアウ,çibikiaɯ,和
ヒヨ,ヒヨ,çijo,固
微力,ビリョク,biɾʲokɯ,漢
風聞,フウブン,ɸɯːbɯɴ,漢
踏み切り,フミキリ,ɸɯmikiɾi,和
ブルーム,ブルーム,bɯɾɯːmɯ,外
ブンジロウ,ブンジロウ,bɯnd͡ʑiɾoː,固
ヘブン,ヘブン,hebɯɴ,外
訪韓,ホウカン,hoːkaɴ,漢
干し,ホシ,hoɕi,和
補注,ホチュウ,hot͡ɕɯː,漢
ぼろい,ボロイ,boɾoi,和
ボー,ボー,boː,外
ポスドク,ポスドク,posɯdokɯ,外
ミンク,ミンク,miŋkɯ,外
ムタ,ムタ,mɯta,固
むんむん,ムンムン,mɯmmɯɴ,和
揉み上げ,モミアゲ,momiaɡe,和
モンザエモン,モンザエモン,monzaemoɴ,固
悶絶,モンゼツ,monzet͡sɯ,漢
休み無し,ヤスミナシ,jasɯminaɕi,和
用排水,ヨウハイスイ,joːhaisɯi,漢
ヨシナガ,ヨシナガ,joɕinaɡa,固
量感,リョウカン,ɾʲoːkaɴ,漢
領袖,リョウシュウ,ɾʲoːɕɯː,漢
霊気,レイキ,ɾeːki,漢
歴訪,レキホウ,ɾekihoː,漢
レミ,レミ,ɾemi,固
楼門,ロウモン,ɾoːmoɴ,漢
アッ,アッ,aʔ,固
アデレード,アデレード,adeɾeːdo,固
アニバーサリー,アニバーサリー,aɲibaːsaɾiː,外
ＵＮＣＴＡＤ,アンクタッド,aŋkɯtaddo,記号
言い知れる,イイシレル,iːɕiɾeɾɯ,和
生き埋め,イキウメ,ikiɯme,和
石臼,イシウス,iɕiɯsɯ,和
医事,イジ,iʑi,漢
イタル,イタル,itaɾɯ,固
イブスキ,イブスキ,ibɯsɯki,固
イリエ,イリエ,iɾie,固
インサート,インサート,iĩsaːto,外
ウエハー,ウエハー,ɯehaː,外
内向き,ウチムキ,ɯt͡ɕimɯki,和
右表,ウヒョウ,ɯçʲoː,漢
英数,エイスウ,eːsɯː,漢
駅間,エキカン,ekikaɴ,漢
ＦＡＴ,エフエーティー,eɸɯeːteːi,記号
エリツィン,エリツィン,eɾit͡sɯiɴ,固
ＡＴＩ,エーティーアイ,eːteːiai,固
オク,オク,okɯ,外
オレガノ,オレガノ,oɾeɡano,外
各藩,カクハン,kakɯhaɴ,漢
カシイ,カシイ,kaɕiː,固
活劇,カツゲキ,kat͡sɯɡeki,漢
株高,カブダカ,kabɯdaka,和
蕪,カブラ,kabɯɾa,和
カレン,カレン,kaɾeɴ,固
外伝,ガイデン,ɡaideɴ,漢
諤々,ガクガク,ɡakɯɡakɯ,漢
軋み,キシミ,kiɕimi,和
客引き,キャクヒキ,kʲakɯçiki,混
窮迫,キュウハク,kʲɯːhakɯ,漢
強圧,キョウアツ,kʲoːat͡sɯ,漢
切り上げ,キリアゲ,kiɾiaɡe,和
躯体,クタイ,kɯtai,漢
首根,クビネ,kɯbine,和
組み直す,クミナオス,kɯminaosɯ,和
欠航,ケッコウ,kekkoː,漢
幻灯,ゲントウ,ɡentoː,漢
甲部,コウブ,koːbɯ,漢
ごりごり,ゴリゴリ,ɡoɾiɡoɾi,和
シゲモリ,シゲモリ,ɕiɡemoɾi,固
シナジー,シナジー,ɕinaʑiː,外
蓚酸,シュウサン,ɕɯːsaɴ,漢
シュタイナー,シュタイナー,ɕɯtainaː,固
ＣＡＴ,シーエーティー,ɕiːeːteːi,記号
ジゴロウ,ジゴロウ,d͡ʑiɡoɾoː,固
熟考,ジュッコウ,d͡ʑɯkkoː,漢
爾来,ジライ,d͡ʑiɾai,漢
水栓,スイセン,sɯiseɴ,漢
過ぎ行く,スギユク,sɯɡijɯkɯ,和
ずしり,ズシリ,d͡zɯɕiɾi,和
セク,セク,sekɯ,外
全戸,ゼンコ,zeŋko,漢
壮行,ソウコウ,soːkoː,漢
操練,ソウレン,soːɾeɴ,漢
卒塔婆,ソトバ,sotoba,外
タルタル,タルタル,taɾɯtaɾɯ,外
断水,ダンスイ,daɰ̃sɯi,漢
チカゲ,チカゲ,t͡ɕikaɡe,固
闖入,チンニュウ,t͡ɕiɲɯː,漢
連なり,ツラナリ,t͡sɯɾanaɾi,和
挺身,テイシン,teːɕiɴ,漢
敵将,テキショウ,tekiɕoː,漢
テレクラ,テレクラ,teɾekɯɾa,外
闘技,トウギ,toːɡi,漢
トクオ,トクオ,tokɯo,固
トコナメ,トコナメ,tokoname,固
泊まり掛け,トマリガケ,tomaɾiɡake,和
トミゾウ,トミゾウ,tomizoː,固
とろい,トロイ,toɾoi,和
豚汁,トンジル,tond͡ʑiɾɯ,混
童心,ドウシン,doːɕiɴ,漢
独尊,ドクソン,dokɯsoɴ,漢
どくだみ,ドクダミ,dokɯdami,混
ナガヌマ,ナガヌマ,naɡanɯma,固
ナッシング,ナッシング,naɕɕiŋɡɯ,外
肉感,ニッカン,ɲikkaɴ,漢
ニュー・デリー,ニューデリー,ɲɯːdeɾiː,固
ニンギョウチョウ,ニンギョウチョウ,ɲiŋɡʲoːt͡ɕoː,固
バルサミコ,バルサミコ,baɾɯsamiko,外
バルトーク,バルトーク,baɾɯtoːkɯ,固
比肩,ヒケン,çikeɴ,漢
氷上,ヒョウジョウ,çʲoːʑoː,漢
ファーザー,ファーザー,ɸɯaːzaː,外
フェンシング,フェンシング,ɸɯeɰ̃ɕiŋɡɯ,外
フカツ,フカツ,ɸɯkat͡sɯ,固
袋叩き,フクロダタキ,ɸɯkɯɾodataki,和
不溶,フヨウ,ɸɯjoː,漢
プレリュード,プレリュード,pɯɾeɾʲɯːdo,外
併殺,ヘイサツ,heːsat͡sɯ,漢
ベイト,ベイト,beːto,外
本四,ホンシ,hoɰ̃ɕi,漢
ぼん,ボン,boɴ,和
末席,マッセキ,masseki,漢
丸腰,マルゴシ,maɾɯɡoɕi,和
水掛け,ミズカケ,mizɯkake,和
ミチゾウ,ミチゾウ,mit͡ɕizoː,固
屯倉,ミヤケ,mijake,和
無塩,ムエン,mɯeɴ,漢
むさくるしい,ムサクルシイ,mɯsakɯɾɯɕiː,和
名水,メイスイ,meːsɯi,漢
免停,メンテイ,menteː,漢
モディリアーニ,モディリアーニ,modeːɾiaːɲi,固
元夫,モトオット,motoːtto,和
唯我,ユイガ,jɯiɡa,漢
ヨシズミ,ヨシズミ,joɕizɯmi,固
読み応え,ヨミゴタエ,jomiɡotae,和
リュウヘイ,リュウヘイ,ɾʲɯːheː,固
レビン,レビン,ɾebiɴ,固
ロマネスク,ロマネスク,ɾomanesɯkɯ,外
愛唱,アイショウ,aiɕoː,漢
尼寺,アマデラ,amadeɾa,和
アラシヤマ,アラシヤマ,aɾaɕijama,固
アリタ,アリタ,aɾita,固
アルマ,アルマ,aɾɯma,外
アーミテージ,アーミテージ,aːmiteːʑi,固
行き合う,イキアウ,ikiaɯ,和
イクヨ,イクヨ,ikɯjo,固
イケベ,イケベ,ikebe,固
イソダ,イソダ,isoda,固
意中,イチュウ,it͡ɕɯː,漢
印籠,インロウ,inɾoː,漢
鵜飼い,ウカイ,ɯkai,和
打ち据える,ウチスエル,ɯt͡ɕisɯeɾɯ,和
雲水,ウンスイ,ɯɰ̃sɯi,漢
英才,エイサイ,eːsai,漢
ＳＡＳ,エスエーエス,esɯeːesɯ,記号
エビサワ,エビサワ,ebisaɰa,固
淵源,エンゲン,eŋɡeɴ,漢
オクラホマ,オクラホマ,okɯɾahoma,固
送り状,オクリジョウ,okɯɾiʑoː,混
雄花,オバナ,obana,和
思い余る,オモイアマル,omoiamaɾɯ,和
御中,オンチュウ,ont͡ɕɯː,混
女手,オンナデ,onnade,和
女物,オンナモノ,onnamono,和
オーパ,オーパ,oːpa,外
敵討ち,カタキウチ,katakiɯt͡ɕi,和
代わり映え,カワリバエ,kaɰaɾibae,和
頑迷,ガンメイ,ɡammeː,漢
奇岩,キガン,kiɡaɴ,漢
北向き,キタムキ,kitamɯki,和
ギアス,ギアス,ɡiasɯ,外
食い荒らす,クイアラス,kɯiaɾasɯ,和
グレコ,グレコ,ɡɯɾeko,固
県警,ケンケイ,keŋkeː,漢
ＫＲ,ケーアール,keːaːɾɯ,記号
下船,ゲセン,ɡeseɴ,漢
試掘,シクツ,ɕikɯt͡sɯ,漢
指弾,シダン,ɕidaɴ,漢
シニカル,シニカル,ɕiɲikaɾɯ,外
謝辞,シャジ,ɕaʑi,漢
出漁,シュツリョウ,ɕɯt͡sɯɾʲoː,漢
食害,ショクガイ,ɕokɯɡai,漢
皺々,シワシワ,ɕiɰaɕiɰa,和
実兄,ジッケイ,d͡ʑikkeː,漢
ジャイアン,ジャイアン,d͡ʑaiaɴ,固
従量,ジュウリョウ,d͡ʑɯːɾʲoː,漢
呪力,ジュリョク,d͡ʑɯɾʲokɯ,漢
ストリーミング,ストリーミング,sɯtoɾiːmiŋɡɯ,外
接遇,セツグウ,set͡sɯɡɯː,漢
船客,センキャク,seŋkʲakɯ,漢
選対,センタイ,sentai,漢
奏法,ソウホウ,soːhoː,漢
タキイ,タキイ,takiː,固
タケヒサ,タケヒサ,takeçisa,固
畳表,タタミオモテ,tatamiomote,和
只者,タダモノ,tadamono,和
ダグラス,ダグラス,daɡɯɾasɯ,固
駐米,チュウベイ,t͡ɕɯːbeː,漢
テイイチ,テイイチ,teːit͡ɕi,固
手描き,テガキ,teɡaki,和
手巻き,テマキ,temaki,和
湯,トウ,toː,漢
道産,ドウサン,doːsaɴ,漢
ドルチェ,ドルチェ,doɾɯt͡ɕie,固
ナオユキ,ナオユキ,naojɯki,固
殴り殺す,ナグリコロス,naɡɯɾikoɾosɯ,和
南禅,ナンゼン,nanzeɴ,漢
這松,ハイマツ,haimat͡sɯ,和
ハラノ,ハラノ,haɾano,固
非業,ヒゴウ,çiɡoː,漢
膝上,ヒザウエ,çizaɯe,和
踏ん張り,フンバリ,ɸɯmbaɾi,和
ベンテン,ベンテン,benteɴ,固
木,ボク,bokɯ,漢
マキシ,マキシ,makiɕi,外
マキシマム,マキシマム,makiɕimamɯ,外
マツタロウ,マツタロウ,mat͡sɯtaɾoː,固
密漁,ミツリョウ,mit͡sɯɾʲoː,漢
見てくれ,ミテクレ,mitekɯɾe,和
ムロタ,ムロタ,mɯɾota,固
ムンク,ムンク,mɯŋkɯ,固
物欲しい,モノホシイ,monohoɕiː,和
門柱,モンチュウ,mont͡ɕɯː,漢
門脈,モンミャク,mommʲakɯ,漢
厄,ヤク,jakɯ,漢
脂,ヤニ,jaɲi,和
闇金,ヤミキン,jamikiɴ,混
結わえる,ユワエル,jɯɰaeɾɯ,和
リイチ,リイチ,ɾiːt͡ɕi,固
リカー,リカー,ɾikaː,外
緑道,リョクドウ,ɾʲokɯdoː,漢
リーガ,リーガ,ɾiːɡa,固
ルコック,ルコック,ɾɯkokkɯ,固
ルピア,ルピア,ɾɯpia,外
ルポルタージュ,ルポルタージュ,ɾɯpoɾɯtaːʑɯ,外
老親,ロウシン,ɾoːɕiɴ,漢
汗塗れ,アセマミレ,asemamiɾe,和
烏賊釣り,イカツリ,ikat͡sɯɾi,和
遺恨,イコン,ikoɴ,漢
一遇,イチグウ,it͡ɕiɡɯː,漢
田舎道,イナカミチ,inakamit͡ɕi,和
イルマ,イルマ,iɾɯma,固
ＥＰＳ,イーピーエス,iːpiːesɯ,固
うじうじ,ウジウジ,ɯʑiɯʑi,和
ウメ,ウメ,ɯme,固
ウメキチ,ウメキチ,ɯmekit͡ɕi,固
エアロパーツ,エアロパーツ,eaɾopaːt͡sɯ,外
ＨＴ,エイチティー,eːt͡ɕiteːi,記号
ＳＭＴＰ,エスエムティーピー,esɯemɯteːipiː,記号
ＦＯＭＣ,エフオーエムシー,eɸɯoːemɯɕiː,記号
ＬＧ,エルジー,eɾɯʑiː,記号
オオイズミ,オオイズミ,oːizɯmi,固
大入り,オオイリ,oːiɾi,和
オランウータン,オランウータン,oɾaɰ̃ɯːtaɴ,外
オークランド,オークランド,oːkɯɾando,固
会則,カイソク,kaisokɯ,漢
各町,カクチョウ,kakɯt͡ɕoː,漢
肩掛け,カタカケ,katakake,和
ガードナー,ガードナー,ɡaːdonaː,固
吃音,キツオン,kit͡sɯoɴ,漢
近著,キンチョ,kint͡ɕo,漢
キーマン,キーマン,kiːmaɴ,外
車座,クルマザ,kɯɾɯmaza,混
経脈,ケイミャク,keːmʲakɯ,漢
激震,ゲキシン,ɡekiɕiɴ,漢
下戸,ゲコ,ɡeko,漢
